date,C_AUD,C_CAD,C_NZD,C_NOK,C_ZAR,C_BRL,C_CLP,C_RUB,C_MXN,C_PEN,C_MYR,C_IDR
1995-01-31,-0.001303271210738921,-0.006995477671000505,0.011133761957033084,0.023654037136236372,0.0056556287645275205,-0.008225616921269108,-0.009096496619544814,,-0.02959094865100098,-0.002064693737095724,-0.0034357552805217573,-0.010583201981536172
1995-02-28,-0.03745269476706237,0.013463191062732749,-0.015508684863523636,0.027552724349063196,-0.015588898477298385,0.005316007088009611,-0.015728977616454642,,-0.003469210754553198,-0.012236573759347502,0.0029368000626519564,0.0022568269013774067
1995-03-31,-0.01843817787418678,-0.00520054142623072,0.021581600504095633,0.04746943072313514,0.0011147339966000036,-0.06515737161789059,0.01635514018691553,,-0.15282880235121254,-0.024104378593542752,0.0078932828163234,-0.007836990595611715
1995-04-30,0.005801104972375404,0.03008732663095337,0.030069390902081716,-0.006995818591186809,-0.00883904648786038,-0.012002182214948198,0.04497558468260032,,0.16027280477408334,0.0024384837064952425,0.026869300911854355,0.0008964589870013029
1995-05-31,-0.01153529250205998,-0.0046746037542911845,-0.005538922155688408,-0.009241555130656276,-0.016169357030273557,0.01103143960286812,0.03059197457290419,,-0.048661800486617945,0.003782821539830783,0.0010141987829614951,0.002021109364473528
1995-06-30,-0.008613503751041973,-0.0052314175688442655,0.009182598223693939,0.014155516773318277,0.009741239744258223,-0.011989100817438425,0.009357037829167414,,-0.021428571428571352,0.008075370121130465,0.011199081101037622,-0.0016814258491204548
1995-07-31,0.035313901345291665,0.013475699558173737,0.0058174224343674474,0.007226562500000089,0.0026136238582590288,-0.018926432848588748,-0.023368146214098884,,0.033634126333059955,-0.004910714285714213,-0.006156229615133624,-0.002571556350626114
1995-08-31,0.019220357336220628,0.015630842868895156,-0.03588907014681897,-0.0470725087243119,-0.006640977289497529,-0.01537165719098732,-0.0322173089071387,,-0.03560126582278478,0.0011173184357544663,-0.01860520945864863,-0.012367491166077937
1995-09-30,-0.005444887118193575,-0.008159632074772216,0.009844639286263668,0.025284249025999683,0.003290285432260953,-0.005236698785085703,-0.0061526870919140775,,-0.010954616588419341,-0.005555555555555869,-0.0076235854675400505,-0.00022079929344243077
1995-10-31,0.0,-0.013320647002854291,-0.0010662604722008195,0.019371048792349077,0.0033839551006933366,-0.006761676895870372,-0.036884750272100586,,-0.0596026490066226,-0.0050851204952465645,-0.005331753554502439,-0.0013230429988965176
1995-11-30,-0.00013352917612485804,0.005519576096556067,-0.0013723696248854056,-0.02504938759383657,-0.007237866331630927,-0.0029042630432527528,0.0010895883777246596,,-0.089752176825184,-0.022899114279541943,-0.004247286455875354,-0.00591845681718528
1995-12-31,-0.0006677350427347628,-0.0004413711931734454,-0.000916170407695649,0.0017256118798087972,0.0027387505819844726,-0.0065945388974756325,0.013372592319959908,,-0.022265880812049832,-0.003873466752743915,0.0007871536523931244,-0.0030594405594410734
1996-01-31,-0.004677268475210439,-0.01206395348837197,0.028121656732385647,-0.030169965147164857,0.00041098142363971135,-0.00777016664962682,-0.009599027946536332,,0.02759084791386268,-0.013794567062818452,-0.007577533005233894,-0.0015273838097316084
1996-02-29,0.024033297529537867,-0.000435856457940087,-0.004310985580496585,0.021646719267148562,-0.0430519140010488,-0.005187144019528134,-0.00230330949205948,,-0.01556806889698581,-0.0012717253073336598,0.005498389757285782,-0.009509401339960921
1996-03-31,0.023075914514225415,0.010015040903921912,0.020453866825917988,-0.014111515770102279,-0.04223795891718174,-0.004807935624272397,0.0009707559762166529,-0.005771410903843921,0.0007610955532924013,0.0015284028190540866,0.001061529388637572,-0.009746305007555689
1996-04-30,0.005510701012431118,0.0018008085262770646,-0.0033650329188001926,-0.01112538422718734,-0.06564992961051108,-0.003278853914447044,0.012283503255128503,-0.018411734951947367,0.014359112306657762,-0.005740818910932921,0.01739999999999986,0.0033369121752202524
1996-05-31,0.019245475401478362,-0.00874316939890718,0.0068995889606575656,-0.009992278693736645,-0.028050171037628413,-0.005318615153035666,-0.003915330967820818,-0.017102515660733952,0.0035769723965712874,-0.02026468155500416,-0.0005197297405350465,-0.0012867252841517463
1996-06-30,-0.01087907965487045,0.008968609865470878,-0.005685960052485672,0.011562729723107346,0.011417368238957115,-0.007470119521912233,-0.0034749740901057757,-0.01324568288854,-0.02615839631942163,-0.013463892288861579,0.0020029643872931935,0.0017185821697101034
1996-07-31,-0.02288242730720602,-0.010259022118742966,0.011143695014662613,0.025328580625912922,-0.03815862451469776,-0.0062357715530040325,-0.002129212799610092,-0.021787119685190537,0.0014480352794048468,-0.007089325501316801,0.0003205770386700557,-0.010206251328938598
1996-08-31,0.023159529046448357,0.005486868095690989,0.004495359628770013,-0.005357198638053284,-0.0005543237250555944,-0.005708099596496541,0.0007305491294287147,-0.030520145156788026,0.013812892032563528,0.00020259319286863864,0.0003607792832516221,0.004485262708244786
1996-09-30,0.00037936267071359,0.0002927186242223101,0.00952793417063691,-0.005776576912326248,-0.0005540166204986985,-0.004018819839247345,-0.002671523982999191,-0.004354270891235856,-0.005045810649316085,-0.017711442786069842,-0.0028380701123237317,0.009704550355833286
1996-10-31,0.001011250158007737,0.018787743234175647,0.009295009295009038,0.01132276960283951,-0.048096192384769476,-0.007201245620864216,-0.02092497919391223,-0.011085661933119328,-0.05508155583437879,-0.018746338605741042,-0.010207715133531137,-0.004080756013745579
1996-11-30,0.024624321252683323,-0.0033437360677663897,0.0039671294984415795,-0.005388772609415282,0.04175365344467652,-0.0045529400368109485,0.0014287415168465767,-0.00970785701324639,0.01103640745908896,-0.013484877672895301,0.000593824228028561,-0.006825938566553003
1996-12-31,-0.01860981020458463,-0.014354767833601678,-0.001128986734405979,-0.010784919653894054,-0.03026105487480013,-0.006544124723318223,-0.007796810395746756,-0.008456279237135433,0.006704552710554701,0.006788207913110744,-0.00039572615749883244,-0.008250475989000083
1997-01-31,-0.03239984930302653,0.016603380239743837,-0.025713478383724286,-0.012285387256772085,0.0284931506849313,-0.005741077408860318,0.0075581741355710275,-0.013489527866524798,-0.0011480324000249231,-0.021631878557874518,0.012419871794871806,-0.0033733923676990685
1997-02-28,0.008046722907202986,-0.01669229079727652,0.0076856148491879495,-0.024286735362439638,0.028748590755355297,-0.005897460287263345,0.017993456924754625,-0.006787130894667315,0.007130010277492271,-0.005097224844251458,0.0038206314096120852,-0.0077405857740585615
1997-03-31,0.008497489378138434,-0.006112202575856873,-0.0021585839689163278,0.0037065821725352777,0.0024864376130195875,-0.009235698803128911,-0.005303121610220507,-0.009083762774041437,-0.016550852811118122,0.0015125732652676582,0.001934158036829725,-0.005202913631634054
1997-04-30,-0.0020426401123453397,-0.01674179008370913,0.00014421690222099492,-0.060386473429951626,-0.005060159676149922,-0.0023505077096653837,-0.010730893048765733,-0.00633570560666552,-0.004715498270984053,-0.007692307692307887,-0.011274900398406396,-0.011316872427983404
1997-05-31,-0.024050147115261433,0.011360347322720843,-0.004614275414563829,0.007014368141192273,-0.005924435501900138,-0.008483266523725108,0.0009547678720613906,-0.0006938421509107284,0.005436500410898493,0.0009389671361501595,-0.00039824771007557214,-0.004914004914005177
1997-06-30,-0.015074059509765592,-0.0098868032669438,-0.006953498478922349,-0.02475623043292363,-0.0074337068678576035,-0.003529958197863503,0.005037783375313909,8.673779165579987e-05,-0.004781377791758468,0.004716981132075304,-0.0047562425683710385,0.004731536720839369
1997-07-31,-0.008650519031141779,0.01093648149489379,-0.050911743253100106,-0.048139785228555554,-0.01883300674940125,-0.00600184672206816,0.0007202016564642477,-0.007318753228861996,0.024690562145435635,-0.002822201317027151,-0.04195936966014813,-0.05867544539116987
1997-08-31,-0.004967109679151704,-0.008117816091953833,-0.010913003381494035,0.01581586387155287,-0.021725239616613545,-0.007969222313822244,0.003734939759036493,-0.003688770695719268,6.447037586254645e-05,0.0007531538316702946,-0.07025595763459813,-0.1081174438687389
1997-09-30,-0.02738801942795477,0.0025207057976233127,-0.007303807303807197,0.04309361524551392,0.0009593859929648563,-0.0031047392932153084,0.0013270599589811916,-0.006900664508433962,-0.009514687100894204,0.005109765329295968,-0.06902218570254737,-0.03980099502487644
1997-10-31,-0.021362186156193563,-0.007718144786678982,-0.01894176581089546,0.017623327907141162,-0.024133985228336763,-0.005990741581192505,-0.0014456089627749025,-0.0039035980991173336,-0.029138251704897478,-0.01966604823747664,-0.10382916053019142,-0.17283950617283872
1997-11-30,-0.031892274982281976,-0.017690417690417792,-0.013243976384235023,-0.018001112037809297,-0.009887733031208046,-0.007298612362587886,-0.0424501095858808,-0.005485694995358337,-0.017422027290448394,-0.010646108663729836,-0.03138373751783141,-0.004098360655738209
1997-12-31,-0.04597364568081996,-0.004611837048424272,-0.060963777490297466,-0.0241983614562421,-0.0024658378711601703,-0.005644655496819362,-0.01151653363740035,-0.012171738224260209,0.01810965021086597,-0.0007336757153337814,-0.099550417469493,-0.33393994540491423
1998-01-31,0.040208717004296846,-0.018651854899540576,0.02221456862407445,-0.015490625500774069,-0.01037112353838332,-0.005878685312193932,-0.02652902652902689,-0.008923407419648144,-0.037717832418238784,-0.01321266968325785,-0.1062613367621058,-0.5221739130434776
1998-02-28,-0.017556801416346857,0.02531111579835499,-0.02796495956873324,-0.014347013451970425,-0.00425230333097093,-0.005932353462015372,-0.007928642220019544,-0.0005780346820809523,-0.023429304114698568,-0.018126888217522508,0.16529765886287628,0.2169312169312161
1998-03-31,0.006907944135756017,0.0071519614785438,-0.023916811091854284,0.004774311295676847,-0.006637835663280689,-0.005459668897498937,0.006204986149584979,-0.005910359546872468,0.006216279615294473,-0.0007103534008167101,0.041086350974930186,0.12835820895522443
1998-04-30,-0.033407904548844014,-0.017189783561834537,-0.019176136363636243,0.014190865803768604,-0.015252055065861136,-0.008122980172941108,-0.003313086692435019,-0.0032238532410361342,0.003117830460615645,-0.004067916519278403,-0.040106951871657914,0.027607361963191135
1998-05-31,-0.04104304891220467,-0.013456917267421598,-0.03439536567704571,-0.014826169113468901,-0.02065955383123186,-0.0050404101851044825,-0.005491488193301142,-0.012491919844860977,-0.042849099099099175,-0.009807355516637473,-0.027940220922677228,-0.22380952380952346
1998-06-30,-0.020595333869670163,-0.00972259994560798,-0.029808773903262087,-0.002254509018036477,-0.05195402298850582,-0.0042402215299410795,-0.0019730351857942807,-0.005064715813168252,-0.004484304932735217,-0.034167794316644295,-0.02533248891703599,-0.2929292929292938
1998-07-31,0.003614259898143679,-0.0211633169173433,-0.008115942028985579,0.006355398107975807,-0.12015986796330147,-0.006619100833834879,-0.02061191626409009,-0.009239346873755494,-0.0011757460388559515,0.01198219787743926,-0.04193869378443327,0.12329803328290523
1998-08-31,-0.06122114912424281,-0.037226885371948626,-0.044418468731735716,-0.058475952529669195,-0.03133228840125368,-0.007169070581206749,-0.015847860538826808,-0.23534660693213327,-0.09034886681945509,-0.018646060809676013,-0.02137614896800699,0.18035714285714355
1998-09-30,0.032781168265039184,0.02260516315030814,0.020387359836900876,0.08147907969575385,0.08503401360544194,-0.011390482618967357,0.012841091492776568,-0.32920144589786426,-0.03655544651619236,-0.025216964139512243,0.10797368421052611,0.04672897196261516
1998-10-31,0.04136417356069555,-0.010887880751782264,0.04715284715284729,-0.0014569590027923018,0.023498694516971286,-0.005704697986577245,0.00841696341858178,-0.05544081466871409,0.003446578040374515,-0.0026130981544993936,-0.3001841620626149,0.3986928104575176
1998-11-30,0.037775616083008945,-0.003423109216560194,0.014310246136233218,-0.013980153768389902,0.01153270534378037,-0.005423445974134022,-0.008982996470965565,-0.06128189415041774,0.022504153451139874,-0.014961389961389737,0.0,0.01661129568106312
1998-12-31,-0.042337134822683864,-0.0018051705241443061,-0.011098570353649362,-0.009186161449752706,-0.0324531516183989,-0.007946362056121314,-0.012044374009508085,-0.1472680034527335,-0.0003522898842477362,-0.015365119594487497,0.0,-0.07098765432098764
1999-01-31,0.026916802610114532,0.020460526315789318,0.021685371885105775,0.017746002789998938,-0.023700623700623757,-0.3607936507936508,-0.016827672172016306,-0.08795497745016312,-0.02382706951608915,-0.051760394136024845,0.0,-0.11232876712328732
1999-02-28,0.003653693407466463,0.01380644300673639,-0.010612548873580319,-0.05654264743103021,-0.029459241323648078,-0.05735660847880297,-0.027379268539099222,0.00457018697287781,0.024099416381565764,-0.027377647918188308,0.0,0.03546099290780114
1999-03-31,-0.0004748338081673742,-0.008923849814912788,0.003575461046293249,0.022409688438049802,0.0016168148746966704,0.16909620991253593,0.020938628158845063,-0.0811837957143754,0.043250052487928015,0.02716086434573839,0.14315789473684193,0.01585014409221941
1999-04-30,0.034837688044339066,0.024515779493430978,0.031689480592536956,-0.008746953956649484,0.0227366680446468,0.010011778563015383,-0.001544799176106948,0.015637286758732438,0.02507263531690551,-0.0008995502248876353,0.0,0.01879036993540728
1999-05-31,-0.007345065034429887,0.0022398696803094253,-0.031624863685932536,-0.006878104700038246,-0.03522486160521998,-0.01736111111111094,-0.021859574896745726,0.005513990408001046,-0.04047496128033046,-0.002094554159186135,0.0,0.05123456790123515
1999-06-30,0.020348389085864005,-0.004594284169988305,-0.005442942942942897,-0.002731025722451097,0.03874388930317396,-0.02538071065989833,-0.04114749348015079,0.009482584820690754,0.02508467400508052,0.0019487333233398907,0.1255924170616114,0.17647058823529393
1999-07-31,-0.0262879589061793,-0.020255510690408318,-0.011134176259671613,0.0013992240666536038,-0.018780487804877954,-0.011154489682096869,0.007199143885592063,0.00032993786032786687,0.0063911376224967675,0.0009002250562641922,0.0,0.0065789473684207955
1999-08-31,-0.0187742435996896,0.009893709472558188,-0.016984732824427584,-0.008075200302820051,0.00712355686563515,-0.0774376125546693,-0.003103481718552792,-0.02524663316582898,0.009136837579275303,-0.010099509876726698,0.0,-0.0880000000000003
1999-09-30,0.033364958886780594,0.02192922530400332,0.0025237817899435022,0.02106415872197931,0.0164794007490634,0.011712649661634433,-0.02937023439706332,-0.01034374789884518,-0.005558524853019331,-0.027304247327361808,0.11052631578947358,-0.10287081339712845
1999-10-31,-0.015302218821729219,-0.005840804129312649,-0.016460108443067334,-0.007201053937556878,-0.023869101780839896,-0.0378161783120462,-0.029419826404750604,-0.03605023969319243,-0.030770824699544286,-0.006886657101865423,0.0,0.22490842490842478
1999-11-30,-0.016161616161616044,0.0027923448886468805,0.006497341996455797,-0.023383923552557695,0.003734812036206847,0.03499222395023316,0.009406990685234984,-0.013618309059958422,0.03406899507178096,-0.0005735589331802293,0.0,-0.03940886699507462
1999-12-31,0.026851998104564956,0.012411225263738723,0.01897496087636963,-0.004464396746834853,-0.004351850348310093,0.06222466960352402,0.02514890800794123,-0.03855246408437907,-0.020669394607071623,-0.005135520684735995,0.0,-0.0028070175438600353
2000-01-31,0.000615289955391729,0.008343182924285708,-0.026876559800345534,-0.003148708285813817,-0.001491690312120153,0.01993821960123565,0.023613664956933622,-0.038888403390719306,0.0022082018927447322,0.0024310024310025824,0.0,-0.04362416107382472
2000-02-29,-0.0450422751729439,-0.01735328277652526,-0.03945551390806867,-0.010548523206751481,-0.023155994108050804,-0.005307262569832494,0.01802955665024686,-0.007200765990201474,0.01062699256110533,0.01171875,0.0,0.000671591672263272
2000-03-31,-0.014005151320025666,0.006048525671867422,0.031012528239885206,-0.03619813216692258,-0.0330500038287771,0.029031330842196112,0.013277428371768263,0.014969707643536667,0.02060737527114931,-0.0034602076124563563,0.0,-0.015862524785195453
2000-04-30,-0.035755102040816444,-0.01329264157341481,-0.028087649402390502,-0.03973209217845397,-0.03772750718443718,-0.030379041248606464,-0.024919692397547766,-0.0033347387518828375,-0.019670388091440505,-0.006018916595012969,0.0,-0.05437499999999995
2000-05-31,-0.034033186589908726,-0.01549041864191758,-0.0639475302316046,-0.017050146175991543,-0.025771715721464528,-0.01725554642563687,-0.01919037616956265,0.008229363146398105,-0.010780962398106997,-0.005982905982906073,0.0,-0.06868451688009303
2000-06-30,0.05381244522348805,0.009027824563767606,0.019268666520692035,0.037065324307122394,0.022460364063417337,0.003573391973612061,-0.021761464462500824,0.007039745870520697,-0.04524000803374162,0.0048668766103636685,0.0,-0.01036866359447075
2000-07-31,-0.01696606786427146,0.012897502388426574,-0.008807733619763836,-0.00609580769451934,-0.0191504679625627,0.014500836586725852,-0.033053373069628855,0.014280554692897685,0.06354800811705652,0.005324507123327216,0.0,-0.04562946673996715
2000-08-31,-0.032318104906937206,-0.008525033829499318,-0.07217165149544846,-0.03781456807064898,-0.0019687585324847934,-0.018341089515466535,-0.019307412983792682,-0.004391692462745733,0.01617104406338199,0.0003454927590478274,0.0,0.0879186602870825
2000-09-30,-0.03881797517048424,-0.01176785236694311,-0.031768278439616715,-0.009308087840282586,-0.038189357290946746,-0.012168739859383604,-0.004584325134443512,0.00039609664758177843,-0.021036974075648418,-0.0064362949825503835,0.0,-0.05483323911814719
2000-10-31,-0.05657631435328381,-0.015599289146317363,-0.03691194209891435,-0.04655830240944947,-0.05362982341399625,-0.03972994027525312,-0.01630387650680798,-0.005550027053651374,-0.022028262676641597,-0.0037617554858931923,0.0,-0.011179429849076716
2000-11-30,0.010219822599305983,-0.014401556925072945,0.013777555110220607,0.022990964016467386,-0.015517352391989925,-0.01810300866904646,-0.0055196205260886755,0.0005370642399056269,0.023231088193078397,-0.006089788981730959,0.0,-0.05742887249736628
2000-12-31,0.06527963351784671,0.020387899649169317,0.09562638991845795,0.05285971628011743,0.030385457440456065,-0.0007643312101911492,0.010633661640372605,-0.01773676499622212,-0.017702349869451184,-0.0005661712668080243,0.0,0.004232804232803922
2001-01-31,-0.015946962909872964,0.006127206127205742,-0.0015787099684259065,0.004921649601176359,-0.030288603816312265,-0.00607748797163854,0.020820357683068336,-0.0020724169417716265,-0.011051435653791075,0.0002831657935722376,0.0,0.0
2001-02-28,-0.04552075746540418,-0.01914031878756184,-0.031850011294330516,-0.011906092789267464,0.0059409785141077975,-0.033765598238316485,-0.02107830328368654,-0.006836414370421928,-0.002369912416280151,0.0022704697034197086,0.0,-0.04085257548845367
2001-03-31,-0.057802365509347364,-0.026084743606056615,-0.044097060195986804,-0.015659216709033363,-0.03389978867339416,-0.03631219052110346,-0.0290909090909095,-0.003856364913090271,0.016230366492146597,0.000852151682999791,0.0,-0.051732435033687074
2001-04-30,0.022474185057703933,0.018863032345887154,0.0012204051745179356,-0.001351707767374588,-0.013921085080147444,-0.07462360898974485,-0.022646499710719636,-0.00408318768233773,0.024128686327077764,-0.022354901416273276,0.0,-0.13308302044221954
2001-05-31,0.01742574257425722,0.0001296596434361419,0.017552413456850324,-0.014426826098258072,0.018946627801788685,-0.02881966518330159,-0.00884738264929974,-0.008372510850808479,0.01856908793009282,-0.004148230088495408,0.0,0.05177709521720186
2001-06-30,0.0075905021409108375,0.01701061515131541,-0.006468615237182562,0.004777503292014762,-0.009556993529118873,0.012226512226512387,-0.02383046781287468,0.00018841698841698395,0.01272123893805266,0.027418667424350396,0.0,-1.1102230246251565e-16
2001-07-31,-0.018736720108170735,-0.012886430198503218,-0.004581625271280587,0.007654264126942367,-0.020430055097761968,-0.06498194945848368,-0.05927931994282676,-0.0037776954929209516,-0.013423551238677556,0.006923583097302011,0.0,0.13383084577114324
2001-08-31,0.04251968503937009,-0.004986400725294771,0.06928294573643412,0.029383212173206497,-0.015032177504562205,-0.021777516185992107,0.013572245520395931,-0.0039507560277889375,0.00202307397889423,0.0035314384151596823,0.0,0.09836065573770436
2001-09-30,-0.07533987915407836,-0.01812170153239645,-0.08269143633892173,0.012214490567762581,-0.061289813583391806,-0.0663125114489832,-0.056678414730633175,-0.0015301438335202366,-0.04065253881661757,0.00014357501794659555,0.0,-0.050337311883755564
2001-10-31,0.030426791913416462,-0.008760872305559109,0.01975796492961246,-0.014592129707819756,-0.05884973587627551,0.015250139482982927,-0.02380283668024208,-0.010830113628910842,0.03026372676178135,0.012501817124582315,0.0,-0.08019093078758921
2001-11-30,0.030717399920729083,0.0008200340629533898,0.0026640833131506003,-0.009888296804976382,-0.04461064493899236,0.08036970062286497,0.053324458250130435,-0.007139806290175854,-0.0022646392753153943,0.0012226006462319194,0.0,0.007211538461537215
2001-12-31,-0.02288021534320339,-0.008443832874655888,0.0026570048309180194,-0.01346149616171377,-0.17252830188679247,0.07216716932356704,0.022149984880555973,-0.008286142833628829,0.020356514084507005,-0.002670924662505736,0.0,0.020858895705521352
2002-01-31,-0.003935458480912812,0.004649993716224987,0.0004818116116600546,0.0012222650443212135,0.04103011785246635,-0.046817248459958716,-0.0229706773026076,-0.016769787290715654,-0.012066528970540391,-0.010712849675454938,0.0,-0.01331719128329234
2002-02-28,0.017977084156460155,-0.01118429228283857,0.008668432458463826,0.017546415085883282,0.004269570325171168,0.022250209907640706,0.0035579275072268324,-0.008148942423528038,0.012035733145572713,0.002158708228995998,0.0,0.013994598575987283
2002-03-31,0.023287405394915695,0.010675709620698415,0.040105037001670896,0.010038251737171988,-0.004251418594500289,0.022098262175498817,0.01719068084143882,-0.005067480719794126,0.008152083495081452,0.00797841476151806,0.0,0.05408902691511397
2002-04-30,0.027498577659776258,0.015237488045903635,0.026394308010098788,0.034768657852516816,0.046118721461187784,-0.011033312115425686,0.014068353849682191,-0.0013795210279884396,-0.028542182954423012,0.0037274315666864233,0.0,0.0359249329758724
